Accession	Version	Description	Plasmid	Organism	Species	Genus	Family	Order	Class	Phylum	Domain	Collection_date	Geo_location	Isolation_source	Note	Length	GC_content	Replicon_type	MOB_type	Clique	Replicon_candidate
NC_010418	NC_010418.1	Clostridium botulinum A3 str. Loch Maree plasmid pCLK, complete sequence	pCLK	Clostridium botulinum A3 str. Loch Maree	Clostridium botulinum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	NA	NA	NA	NA	266785	0.25636	NA	NA	NA	NA
NC_010419	NC_010419.1	Staphylococcus aureus plasmid pTZ2162, complete sequence	pTZ2162	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	35380	0.295082	rep16|rep5	MOBV	526	NA
NC_010421	NC_010421.1	Salmonella enterica subsp. enterica serovar Dublin plasmid pOU1114, complete sequence	pOU1114	Salmonella enterica subsp. enterica serovar Dublin	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	34595	0.414511	IncX1	NA	172	NA
NC_010422	NC_010422.1	Salmonella enterica subsp. enterica serovar Dublin plasmid pOU1115, complete sequence	pOU1115	Salmonella enterica subsp. enterica serovar Dublin	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	74589	0.486372	IncX1|IncFII(S)	NA	528	NA
NC_010423	NC_010423.2	Streptococcus pyogenes isolate 9116-03 plasmid pRW35, complete sequence	pRW35	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	4968	0.37339	NA	MOBV	173	NC_010423_position:1330-1995
NC_010426	NC_010426.1	Staphylococcus aureus plasmid pKH13, complete sequence	pKH13	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	2909	0.294603	rep13	NA	32	NA
NC_010427	NC_010427.1	Staphylococcus aureus plasmid pKH15, complete sequence	pKH15	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	2907	0.294118	rep13	NA	32	NA
NC_010428	NC_010428.1	Staphylococcus aureus plasmid pKH14, complete sequence	pKH14	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	cryptic plasmid; similar to pUSA01	3124	0.288412	repUS13	NA	133	NA
NC_010464	NC_010464.1	Stenotrophomonas maltophilia plasmid pSM76, complete sequence	pSM76	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	ColE2 type plasmid	2927	0.638196	NA	NA	NA	NA
NC_010466	NC_010466.1	Leuconostoc citreum KM20 plasmid pLCK2, complete sequence	pLCK2	Leuconostoc citreum KM20	Leuconostoc citreum	Leuconostoc	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	31463	0.379652	NA	MOBV|MOBV	NA	NA
NC_010467	NC_010467.1	Leuconostoc citreum KM20 plasmid pLCK3, complete sequence	pLCK3	Leuconostoc citreum KM20	Leuconostoc citreum	Leuconostoc	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	17971	0.330032	NA	MOBV	NA	NA
NC_010469	NC_010469.1	Leuconostoc citreum KM20 plasmid pLCK4, complete sequence	pLCK4	Leuconostoc citreum KM20	Leuconostoc citreum	Leuconostoc	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	12183	0.369121	NA	MOBV	NA	NA
NC_010470	NC_010470.1	Leuconostoc citreum KM20 plasmid pLCK1, complete sequence	pLCK1	Leuconostoc citreum KM20	Leuconostoc citreum	Leuconostoc	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	38713	0.373905	NA	NA	NA	NA
NC_010474	NC_010474.1	Synechococcus sp. PCC 7002 plasmid pAQ7, complete sequence	pAQ7	Synechococcus sp. PCC 7002	Synechococcus sp. PCC 7002	Synechococcus	Synechococcaceae	Synechococcales	NA	Cyanobacteria	Bacteria	NA	NA	NA	NA	186459	0.472678	NA	NA	NA	NA
NC_010476	NC_010476.1	Synechococcus sp. PCC 7002 plasmid pAQ1, complete sequence	pAQ1	Synechococcus sp. PCC 7002	Synechococcus sp. PCC 7002	Synechococcus	Synechococcaceae	Synechococcales	NA	Cyanobacteria	Bacteria	NA	NA	NA	NA	4809	0.490331	NA	NA	NA	NA
NC_010477	NC_010477.1	Synechococcus sp. PCC 7002 plasmid pAQ3, complete sequence	pAQ3	Synechococcus sp. PCC 7002	Synechococcus sp. PCC 7002	Synechococcus	Synechococcaceae	Synechococcales	NA	Cyanobacteria	Bacteria	NA	NA	NA	NA	16103	0.459417	NA	NA	NA	NA
NC_010478	NC_010478.1	Synechococcus sp. PCC 7002 plasmid pAQ4, complete sequence	pAQ4	Synechococcus sp. PCC 7002	Synechococcus sp. PCC 7002	Synechococcus	Synechococcaceae	Synechococcales	NA	Cyanobacteria	Bacteria	NA	NA	NA	NA	31972	0.441011	NA	NA	NA	NA
NC_010479	NC_010479.1	Synechococcus sp. PCC 7002 plasmid pAQ5, complete sequence	pAQ5	Synechococcus sp. PCC 7002	Synechococcus sp. PCC 7002	Synechococcus	Synechococcaceae	Synechococcales	NA	Cyanobacteria	Bacteria	NA	NA	NA	NA	38515	0.426483	NA	NA	NA	NA
NC_010480	NC_010480.1	Synechococcus sp. PCC 7002 plasmid pAQ6, complete sequence	pAQ6	Synechococcus sp. PCC 7002	Synechococcus sp. PCC 7002	Synechococcus	Synechococcaceae	Synechococcales	NA	Cyanobacteria	Bacteria	NA	NA	NA	NA	124030	0.45073	NA	MOBF	NA	NA
NC_010481	NC_010481.1	Acinetobacter baumannii plasmid pABIR, complete sequence	pABIR	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	PFGE type B	29823	0.367971	NA	NA	NA	NA
NC_010485	NC_010485.1	Escherichia coli SMS-3-5 plasmid pSMS35_8, complete sequence	pSMS35_8	Escherichia coli SMS-3-5	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	8909	0.468403	NA	NA	NA	NA
NC_010486	NC_010486.1	Escherichia coli SMS-3-5 plasmid pSMS35_4, complete sequence	pSMS35_4	Escherichia coli SMS-3-5	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	4074	0.495582	NA	MOBQ	174	NA
NC_010487	NC_010487.1	Escherichia coli SMS-3-5 plasmid pSMS35_3, complete sequence	pSMS35_3	Escherichia coli SMS-3-5	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	3565	0.430295	NA	NA	NA	NA
NC_010488	NC_010488.1	Escherichia coli SMS-3-5 plasmid pSMS35_130, complete sequence	pSMS35_130	Escherichia coli SMS-3-5	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	130440	0.508119	IncFIB(AP001918)|IncFII	MOBF	555	NA
NC_010492	NC_010492.1	Arthrobacter sp. Chr15 plasmid pChr15, complete sequence	pChr15	Arthrobacter sp. Chr15	Arthrobacter sp. Chr15	Arthrobacter	Micrococcaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria	NA	NA	NA	NA	49633	0.622912	NA	NA	NA	NA
NC_010494	NC_010494.1	Arthrobacter sp. AK-1 plasmid pSI-1, complete sequence	pSI-1	Arthrobacter sp. AK-1	Arthrobacter sp. AK-1	Arthrobacter	Micrococcaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria	NA	NA	NA	NA	99213	0.619929	NA	NA	NA	NA
NC_010500	NC_010500.1	Salmonella enterica subsp. enterica serovar Brandenburg plasmid pUO-SbR5, complete sequence	pUO-SbR5	Salmonella enterica subsp. enterica serovar Brandenburg	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	Spain:Asturias	clinical sample	NA	6478	0.507255	NA	NA	NA	NA
NC_010502	NC_010502.1	Methylobacterium radiotolerans JCM 2831 plasmid pMRAD06, complete sequence	pMRAD06	Methylobacterium radiotolerans JCM 2831	Methylobacterium radiotolerans	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	27836	0.610073	NA	NA	NA	NA
NC_010504	NC_010504.1	Methylobacterium radiotolerans JCM 2831 plasmid pMRAD07, complete sequence	pMRAD07	Methylobacterium radiotolerans JCM 2831	Methylobacterium radiotolerans	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	22114	0.610609	NA	NA	NA	NA
NC_010507	NC_010507.1	Methylobacterium radiotolerans JCM 2831 plasmid pMRAD08, complete sequence	pMRAD08	Methylobacterium radiotolerans JCM 2831	Methylobacterium radiotolerans	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	21022	0.651318	NA	NA	NA	NA
NC_010509	NC_010509.1	Methylobacterium radiotolerans JCM 2831 plasmid pMRAD02, complete sequence	pMRAD02	Methylobacterium radiotolerans JCM 2831	Methylobacterium radiotolerans	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	47003	0.62479	NA	NA	NA	NA
NC_010510	NC_010510.1	Methylobacterium radiotolerans JCM 2831 plasmid pMRAD01, complete sequence	pMRAD01	Methylobacterium radiotolerans JCM 2831	Methylobacterium radiotolerans	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	586164	0.695522	NA	NA	NA	NA
NC_010514	NC_010514.1	Methylobacterium radiotolerans JCM 2831 plasmid pMRAD03, complete sequence	pMRAD03	Methylobacterium radiotolerans JCM 2831	Methylobacterium radiotolerans	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	42985	0.632337	NA	NA	NA	NA
NC_010517	NC_010517.1	Methylobacterium radiotolerans JCM 2831 plasmid pMRAD04, complete sequence	pMRAD04	Methylobacterium radiotolerans JCM 2831	Methylobacterium radiotolerans	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	37743	0.636886	NA	NA	NA	NA
NC_010518	NC_010518.1	Methylobacterium radiotolerans JCM 2831 plasmid pMRAD05, complete sequence	pMRAD05	Methylobacterium radiotolerans JCM 2831	Methylobacterium radiotolerans	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	36410	0.620159	NA	NA	NA	NA
NC_010523	NC_010523.1	Tetragenococcus halophilus plasmid pHDC DNA, complete sequence	pHDC	Tetragenococcus halophilus	Tetragenococcus halophilus	Tetragenococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	2006	Japan	Japanese fish sauce	NA	29924	0.358742	NA	NA	NA	NA
NC_010539	NC_010539.1	Cyanothece sp. ATCC 51142 plasmid A, complete sequence	A	Cyanothece sp. ATCC 51142	Cyanothece sp. ATCC 51142	Cyanothece	Cyanothecaceae	Oscillatoriales	NA	Cyanobacteria	Bacteria	NA	NA	NA	NA	39620	0.367996	NA	NA	NA	NA
NC_010540	NC_010540.1	Lactococcus garvieae plasmid pKL0018 DNA, complete sequence	pKL0018	Lactococcus garvieae	Lactococcus garvieae	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	20034	0.327044	rep1	NA	NA	NA
NC_010541	NC_010541.1	Cyanothece sp. ATCC 51142 plasmid B, complete sequence	B	Cyanothece sp. ATCC 51142	Cyanothece sp. ATCC 51142	Cyanothece	Cyanothecaceae	Oscillatoriales	NA	Cyanobacteria	Bacteria	NA	NA	NA	NA	31856	0.414584	NA	MOBF	NA	NA
NC_010542	NC_010542.1	Cyanothece sp. ATCC 51142 plasmid C, complete sequence	C	Cyanothece sp. ATCC 51142	Cyanothece sp. ATCC 51142	Cyanothece	Cyanothecaceae	Oscillatoriales	NA	Cyanobacteria	Bacteria	NA	NA	NA	NA	14685	0.380933	NA	MOBQ	NA	NA
NC_010543	NC_010543.1	Cyanothece sp. ATCC 51142 plasmid D, complete sequence	D	Cyanothece sp. ATCC 51142	Cyanothece sp. ATCC 51142	Cyanothece	Cyanothecaceae	Oscillatoriales	NA	Cyanobacteria	Bacteria	NA	NA	NA	NA	10244	0.36968	NA	NA	NA	NA
NC_010549	NC_010549.1	Exiguobacterium sibiricum 255-15 plasmid pEXIG01, complete sequence	pEXIG01	Exiguobacterium sibiricum 255-15	Exiguobacterium sibiricum	Exiguobacterium	NA	Bacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	4885	0.370522	NA	NA	NA	NA
NC_010550	NC_010550.1	Exiguobacterium sibiricum 255-15 plasmid pEXIG02, complete sequence	pEXIG02	Exiguobacterium sibiricum 255-15	Exiguobacterium sibiricum	Exiguobacterium	NA	Bacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	1765	0.413598	NA	NA	NA	NA
NC_010553	NC_010553.1	Burkholderia ambifaria MC40-6 plasmid pBMC401, complete sequence	pBMC401	Burkholderia ambifaria MC40-6	Burkholderia ambifaria	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	301592	0.611886	NA	MOBH	NA	NA
NC_010558	NC_010558.1	Escherichia coli plasmid pIP1206, complete sequence	pIP1206	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	168113	0.512619	IncFIA|IncFIB(AP001918)|IncFII	MOBF	560	NA
NC_010578	NC_010578.1	Beijerinckia indica subsp. indica ATCC 9039 plasmid pBIND02, complete sequence	pBIND02	Beijerinckia indica subsp. indica ATCC 9039	Beijerinckia indica	Beijerinckia	Beijerinckiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	type strain of Beijerinckia indica subsp. indica	66727	0.543183	NA	NA	NA	NA
NC_010579	NC_010579.1	Xylella fastidiosa M23 plasmid pXFAS01, complete sequence	pXFAS01	Xylella fastidiosa M23	Xylella fastidiosa	Xylella	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	38297	0.492049	NA	MOBP	175	NZ_CP014330_position:20308-21219
NC_010580	NC_010580.1	Beijerinckia indica subsp. indica ATCC 9039 plasmid pBIND01, complete sequence	pBIND01	Beijerinckia indica subsp. indica ATCC 9039	Beijerinckia indica	Beijerinckia	Beijerinckiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	type strain of Beijerinckia indica subsp. indica	181736	0.561958	NA	NA	NA	NA
NC_010600	NC_010600.1	Acidithiobacillus caldus strain MNG plasmid pTcM1, complete sequence	pTcM1	Acidithiobacillus caldus	Acidithiobacillus caldus	Acidithiobacillus	Acidithiobacillaceae	Acidithiobacillales	Acidithiobacillia	Proteobacteria	Bacteria	NA	NA	NA	NA	65158	0.571242	NA	MOBP|MOBQ	176	NA
NC_010603	NC_010603.1	Lactobacillus reuteri strain ATCC 55730 plasmid pLR581, complete sequence	pLR581	Lactobacillus reuteri	Lactobacillus reuteri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	12160	0.399589	NA	NA	NA	NA
NC_010604	NC_010604.1	Mycobacterium marinum M plasmid pMM23, complete sequence	pMM23	Mycobacterium marinum M	Mycobacterium marinum	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	NA	NA	NA	NA	23317	0.678604	NA	NA	NA	NA
NC_010605	NC_010605.1	Acinetobacter baumannii ACICU plasmid pACICU1, complete sequence	pACICU1	Acinetobacter baumannii ACICU	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	28279	0.378408	NA	NA	177	NA
NC_010606	NC_010606.1	Acinetobacter baumannii ACICU plasmid pACICU2, complete sequence	pACICU2	Acinetobacter baumannii ACICU	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	64366	0.334012	NA	NA	178	NA
NC_010614	NC_010614.1	Vibrio tapetis plasmid pVT1, complete sequence	pVT1	Vibrio tapetis	Vibrio tapetis	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	82266	0.454623	NA	NA	NA	NA
NC_010615	NC_010615.1	Bartonella tribocorum plasmid pKM19s, complete sequence	pKM19s	Bartonella tribocorum	Bartonella tribocorum	Bartonella	Bartonellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	3321	0.383921	NA	MOBV	NA	NA
NC_010616	NC_010616.1	Staphylococcus aureus plasmid pWBG1773, complete sequence	pWBG1773	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	2916	0.288409	rep13	NA	NA	NA
NC_010621	NC_010621.1	Lactobacillus reuteri strain ATCC 55730 plasmid pLR585, complete sequence	pLR585	Lactobacillus reuteri	Lactobacillus reuteri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	14173	0.411416	NA	MOBV	NA	NA
NC_010625	NC_010625.1	Paraburkholderia phymatum STM815 plasmid pBPHY01, complete sequence	pBPHY01	Paraburkholderia phymatum STM815	Paraburkholderia phymatum	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	1904893	0.618729	NA	NA	NA	NA
NC_010626	NC_010626.1	Staphylococcus sciuri plasmid pC194-like, complete sequence	pC194-like	Staphylococcus sciuri	Staphylococcus sciuri	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	NA	Serbia	NA	chloramphenicol resistance plasmid	2908	0.293673	rep13	NA	32	NA
NC_010627	NC_010627.1	Paraburkholderia phymatum STM815 plasmid pBPHY02, complete sequence	pBPHY02	Paraburkholderia phymatum STM815	Paraburkholderia phymatum	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	595108	0.591812	NA	NA	NA	NA
NC_010629	NC_010629.1	Nostoc punctiforme PCC 73102 plasmid pNPUN05, complete sequence	pNPUN05	Nostoc punctiforme PCC 73102	Nostoc punctiforme	Nostoc	Nostocaceae	Nostocales	NA	Cyanobacteria	Bacteria	NA	NA	NA	NA	26419	0.423294	NA	NA	NA	NA
NC_010630	NC_010630.1	Nostoc punctiforme PCC 73102 plasmid pNPUN03, complete sequence	pNPUN03	Nostoc punctiforme PCC 73102	Nostoc punctiforme	Nostoc	Nostocaceae	Nostocales	NA	Cyanobacteria	Bacteria	NA	NA	NA	NA	123028	0.409248	NA	MOBF	NA	NA
NC_010631	NC_010631.1	Nostoc punctiforme PCC 73102 plasmid pNPUN01, complete sequence	pNPUN01	Nostoc punctiforme PCC 73102	Nostoc punctiforme	Nostoc	Nostocaceae	Nostocales	NA	Cyanobacteria	Bacteria	NA	NA	NA	NA	354564	0.405123	NA	MOBF	NA	NA
NC_010632	NC_010632.1	Nostoc punctiforme PCC 73102 plasmid pNPUN02, complete sequence	pNPUN02	Nostoc punctiforme PCC 73102	Nostoc punctiforme	Nostoc	Nostocaceae	Nostocales	NA	Cyanobacteria	Bacteria	NA	NA	NA	NA	254918	0.406546	NA	MOBV	NA	NA
NC_010633	NC_010633.1	Nostoc punctiforme PCC 73102 plasmid pNPUN04, complete sequence	pNPUN04	Nostoc punctiforme PCC 73102	Nostoc punctiforme	Nostoc	Nostocaceae	Nostocales	NA	Cyanobacteria	Bacteria	NA	NA	NA	NA	65940	0.414528	NA	MOBV	NA	NA
NC_010635	NC_010635.1	Yersinia pseudotuberculosis PB1/+ plasmid pYPTS01, complete sequence	pYPTS01	Yersinia pseudotuberculosis PB1/+	Yersinia pseudotuberculosis	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	69812	0.446886	IncFII(Y)	NA	41	NA
NC_010643	NC_010643.1	Providencia rettgeri plasmid R7K, complete sequence	R7K	Providencia rettgeri	Providencia rettgeri	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	IncW plasmid	39792	0.5673	IncW	MOBF	162	NA
NC_010675	NC_010675.1	Pseudoalteromonas sp. 643A plasmid pKW1, complete sequence	pKW1	Pseudoalteromonas sp. 643A	Pseudoalteromonas sp. 643A	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	4583	0.43225	NA	NA	NA	NA
NC_010679	NC_010679.1	Paraburkholderia phytofirmans PsJN plasmid pBPHYT01, complete sequence	pBPHYT01	Paraburkholderia phytofirmans PsJN	Paraburkholderia phytofirmans	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	121122	0.583082	NA	MOBF	NA	NA
NC_010680	NC_010680.1	Clostridium botulinum B str. Eklund 17B plasmid pCLL, complete sequence	pCLL	Clostridium botulinum B str. Eklund 17B (NRP)	Clostridium botulinum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	NA	NA	NA	NA	47642	0.249528	NA	NA	NA	NA
NC_010683	NC_010683.1	Ralstonia pickettii 12J plasmid pRPIC01, complete sequence	pRPIC01	Ralstonia pickettii 12J	Ralstonia pickettii	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	80934	0.604085	NA	NA	179	NA
NC_010684	NC_010684.1	Staphylococcus aureus plasmid pKH21, complete sequence	pKH21	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	2531	0.306203	NA	NA	NA	NA
NC_010685	NC_010685.1	Staphylococcus aureus plasmid pKH19, complete sequence	pKH19	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	2473	0.308128	rep10	NA	6	NA
NC_010686	NC_010686.1	Staphylococcus aureus plasmid pKH20, complete sequence	pKH20	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	2412	0.306799	rep10	NA	6	NA
NC_010687	NC_010687.1	Staphylococcus aureus plasmid pKH12, complete sequence	pKH12	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	NA	NA	NA	NA	3011	0.289937	rep21	NA	98	NA
NC_010715	NC_010715.1	Natranaerobius thermophilus JW/NM-WN-LF plasmid pNTHE01, complete sequence	pNTHE01	Natranaerobius thermophilus JW/NM-WN-LF	Natranaerobius thermophilus	Natranaerobius	Natranaerobiaceae	Natranaerobiales	Clostridia	Firmicutes	Bacteria	NA	NA	NA	type strain of Natranaerobius thermophilus	17207	0.341605	NA	NA	NA	NA
NC_010716	NC_010716.1	Salmonella enterica subsp. enterica serovar Dublin plasmid IncW pIE321, complete sequence	IncW pIE321	Salmonella enterica subsp. enterica serovar Dublin	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	broad host range plasmid	38150	0.58422	IncW	MOBF	162	NA
NC_010719	NC_010719.1	Escherichia coli 53638 plasmid p53638_226, complete sequence	p53638_226	Escherichia coli 53638	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	225683	0.483377	IncFII	MOBF	57	NA
NC_010720	NC_010720.1	Escherichia coli 53638 plasmid p53638_75, complete sequence	p53638_75	Escherichia coli 53638	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA	75089	0.515002	IncFII	MOBF	NA	NA
